FL_DATE,TAIL_NUM,ORIGIN,DEST,NEXT_DIST,GATE_DURATION_min,CRS_GATE_DURATION_min,ARR_TIME,DEPT_TIME,GATE
2025-01-01,N710FR,PDX,SFO,LAS,70.0,76.0,2025-01-01 19:25:00,2025-01-01 20:35:00,UNASSIGNED
2025-01-01,N936AK,LAS,SFO,FLL,96.0,94.0,2025-01-01 19:26:00,2025-01-01 21:02:00,UNASSIGNED
2025-01-01,N986JB,JFK,SFO,FLL,141.0,147.0,2025-01-01 19:28:00,2025-01-01 21:49:00,UNASSIGNED
2025-01-01,N85363,MFR,SFO,BFL,96.0,87.0,2025-01-01 19:36:00,2025-01-01 21:12:00,UNASSIGNED
2025-01-01,N124SY,PSP,SFO,RNO,79.0,1412.0,2025-01-01 19:38:00,2025-01-01 20:57:00,UNASSIGNED
2025-01-01,N105SY,MSP,SFO,PSC,45.0,49.0,2025-01-01 19:41:00,2025-01-01 20:26:00,UNASSIGNED
2025-01-01,N481AS,SEA,SFO,SEA,95.0,102.0,2025-01-01 19:47:00,2025-01-01 21:22:00,UNASSIGNED
2025-01-01,N196SY,SAN,SFO,SNA,30.0,28.0,2025-01-01 19:48:00,2025-01-01 20:18:00,UNASSIGNED
2025-01-01,N264AK,JFK,SFO,MCO,71.0,74.0,2025-01-01 19:58:00,2025-01-01 21:09:00,C9
2025-01-01,N253WN,DEN,SFO,SAN,37.0,4.0,2025-01-01 20:01:00,2025-01-01 20:38:00,UNASSIGNED
2025-01-01,N37263,DEN,SFO,PDX,102.0,83.0,2025-01-01 20:07:00,2025-01-01 21:49:00,C11
2025-01-01,N619UX,ONT,SFO,ACV,52.0,58.0,2025-01-01 20:12:00,2025-01-01 21:04:00,C8
2025-01-01,N121SY,FAT,SFO,PSP,30.0,36.0,2025-01-01 20:13:00,2025-01-01 20:43:00,UNASSIGNED
2025-01-01,N520AS,DCA,SFO,DCA,700.0,704.0,2025-01-01 20:23:00,2025-01-02 08:03:00,C4
2025-01-01,N918DU,ATL,SFO,ATL,150.0,145.0,2025-01-01 20:25:00,2025-01-01 22:55:00,UNASSIGNED
2025-01-01,N209SY,BOI,SFO,ONT,51.0,59.0,2025-01-01 20:28:00,2025-01-01 21:19:00,UNASSIGNED
2025-01-01,N77536,ATL,SFO,SEA,71.0,60.0,2025-01-01 20:30:00,2025-01-01 21:41:00,UNASSIGNED
2025-01-01,N87365,ACV,SFO,MRY,128.0,138.0,2025-01-01 20:42:00,2025-01-01 22:50:00,UNASSIGNED
2025-01-01,N179DN,JFK,SFO,JFK,611.0,612.0,2025-01-01 20:48:00,2025-01-02 06:59:00,UNASSIGNED
2025-01-01,N106SY,EUG,SFO,MFR,33.0,35.0,2025-01-01 20:50:00,2025-01-01 21:23:00,UNASSIGNED
2025-01-01,N184SY,PSP,SFO,SAN,54.0,64.0,2025-01-01 20:51:00,2025-01-01 21:45:00,UNASSIGNED
2025-01-01,N899DN,DTW,SFO,DTW,124.0,126.0,2025-01-01 20:53:00,2025-01-01 22:57:00,UNASSIGNED
2025-01-01,N33289,SAN,SFO,LAX,93.0,98.0,2025-01-01 20:57:00,2025-01-01 22:30:00,UNASSIGNED
2025-01-01,N17335,DCA,SFO,DCA,690.0,697.0,2025-01-01 20:58:00,2025-01-02 08:28:00,UNASSIGNED
2025-01-01,N87507,PIT,SFO,PIT,603.0,612.0,2025-01-01 21:03:00,2025-01-02 07:06:00,UNASSIGNED
2025-01-01,N771UA,HNL,SFO,IAH,179.0,174.0,2025-01-01 21:05:00,2025-01-02 00:04:00,C8
2025-01-01,N2644U,IAD,SFO,IAD,665.0,667.0,2025-01-01 21:08:00,2025-01-02 08:13:00,UNASSIGNED
2025-01-01,N625QX,RDM,SFO,LAX,45.0,34.0,2025-01-01 21:21:00,2025-01-01 22:06:00,C9
2025-01-01,N165SY,GEG,SFO,SBA,72.0,79.0,2025-01-01 21:24:00,2025-01-01 22:36:00,C7
2025-01-01,N540UW,DFW,SFO,CLT,49.0,39.0,2025-01-01 21:24:00,2025-01-01 22:13:00,UNASSIGNED
2025-01-01,N29975,EWR,SFO,EWR,580.0,588.0,2025-01-01 21:27:00,2025-01-02 07:07:00,UNASSIGNED
2025-01-01,N17328,PHL,SFO,FLL,83.0,82.0,2025-01-01 21:28:00,2025-01-01 22:51:00,UNASSIGNED
2025-01-01,N948AK,EWR,SFO,TPA,93.0,82.0,2025-01-01 21:30:00,2025-01-01 23:03:00,UNASSIGNED
2025-01-01,N76526,LAX,SFO,PIT,47.0,22.0,2025-01-01 21:38:00,2025-01-01 22:25:00,C10
2025-01-01,N838UA,DTW,SFO,RNO,64.0,65.0,2025-01-01 21:45:00,2025-01-01 22:49:00,UNASSIGNED
2025-01-01,N76502,LAS,SFO,LAS,1213.0,1174.0,2025-01-01 21:46:00,2025-01-02 17:59:00,UNASSIGNED
2025-01-01,N784SK,ASE,SFO,SBP,83.0,63.0,2025-01-01 21:46:00,2025-01-01 23:09:00,UNASSIGNED
2025-01-01,N77579,AUS,SFO,MCO,66.0,70.0,2025-01-01 21:50:00,2025-01-01 22:56:00,C11
2025-01-01,N654FR,LAS,SFO,ATL,109.0,111.0,2025-01-01 21:56:00,2025-01-01 23:45:00,UNASSIGNED
2025-01-01,N332NB,LAX,SFO,LAX,471.0,478.0,2025-01-01 22:02:00,2025-01-02 05:53:00,UNASSIGNED
2025-01-01,N824UA,DFW,SFO,IND,41.0,46.0,2025-01-01 22:04:00,2025-01-01 22:45:00,UNASSIGNED
2025-01-01,N985JT,JFK,SFO,BOS,82.0,78.0,2025-01-01 22:12:00,2025-01-01 23:34:00,C9
2025-01-01,N548AS,PDX,SFO,JFK,105.0,57.0,2025-01-01 22:17:00,2025-01-02 00:02:00,UNASSIGNED
2025-01-01,N73299,PHX,SFO,BNA,63.0,45.0,2025-01-01 22:20:00,2025-01-01 23:23:00,UNASSIGNED
2025-01-01,N951XV,MIA,SFO,MIA,122.0,84.0,2025-01-01 22:34:00,2025-01-02 00:36:00,C10
2025-01-01,N18112,IAH,SFO,EWR,71.0,58.0,2025-01-01 22:57:00,2025-01-02 00:08:00,C6
2025-01-01,N210UA,DEN,SFO,ORD,90.0,35.0,2025-01-01 23:00:00,2025-01-02 00:30:00,C7
2025-01-01,N27586,IAD,SFO,BWI,75.0,42.0,2025-01-01 23:10:00,2025-01-02 00:25:00,C11
2025-01-01,N928AK,OGG,SFO,SAN,494.0,506.0,2025-01-01 23:16:00,2025-01-02 07:30:00,UNASSIGNED
2025-01-01,N989JT,BOS,SFO,JFK,156.0,32.0,2025-01-01 23:27:00,2025-01-02 02:03:00,UNASSIGNED
2025-01-01,N774UA,KOA,SFO,KOA,607.0,595.0,2025-01-01 23:35:00,2025-01-02 09:42:00,C9
2025-01-01,N185SY,SAN,SFO,LAX,,,,2025-01-01 16:57:00,UNASSIGNED
